,Product_ID,SubCategory_id,ProductSKU,ProductName,ModelName,ProductDescription,ProductColor,ProductSize,ProductStyle,ProductCost,ProductPrice
10,472,25,ERGEJNWWBJZFQCW9,Affinity Jewellers Alloy Stud Earring,Affinity Jewellers,"Key Features of Affinity Jewellers Just like diamonds Cubic Zirconia Alloy Stud Earring Plating: 22K Yellow Gold Collection: Designer Certification: NA,Specifications of Affinity Jewellers Just like diamonds Cubic Zirconia Alloy Stud Earring Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Affinity Jewellers Precious/Artificial Jewellery Fashion Jewellery Model Number AFFYDER0206 Plating 22K Yellow Gold Type Stud Earring Model Name Just like diamonds Ideal For Women, Girls Color Gold Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Diamond Clarity NA Body & Design Features Base Material Alloy Gemstone Cubic Zirconia Additional Features Certification NA",Blue,U,0,4.393203883,10.33980583
11,471,25,ERGEHHBMMFHZYZVX,Velvetcase Silver Stud Earring,Velvetcase,"Key Features of Velvetcase Smoky Quartz Textured Earrings Quartz Silver Stud Earring Plating: Silver Collection: Designer Certification: BIS Hallmark, SGL,Specifications of Velvetcase Smoky Quartz Textured Earrings Quartz Silver Stud Earring Pearl Features Pearl Type NA Silver Features Silver Purity 925 Silver Silver Color Silver Silver Weight 15.4 g General Brand Velvetcase Precious/Artificial Jewellery Precious Jewellery Model Number ER146004 Plating Silver Type Stud Earring Model Name Smoky Quartz Textured Earrings Occasion Everyday, Workwear Ideal For Women, Girls Color Silver Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Diamond Clarity NA Warranty Covered in Warranty Life time exchange Warranty Summary Warranty of the product is limited to manufacturing defects only. Warranty Service Type  Final product weight may vary slightly. Not Covered in Warranty Warranty does not cover any external accessories. Body & Design Features Base Material Silver Gemstone Quartz Number of Gemstones 8 Additional Features Certification BIS Hallmark, SGL",Silver,U,0,51.48058252,57.65825243
12,529,37,AFGEFJSDPDENNGTZ,Nendoroid Wf2014 Winter Smile Company [Japan],Nendoroid,"Nendoroid Wf2014Winter Limited Tomoe Mami Good Smile Company [Japan] (Multicolor) Ship to Japan,Specifications of Nendoroid Wf2014Winter Limited Tomoe Mami Good Smile Company [Japan] (Multicolor) Important Note The color of some product parts may vary from what is shown in the image General Character Tomoe mami",Other,U,0,87.76699029,103.2645631
13,553,4,SOCEDFAY5EHHZKUF,Pumpkin Patch Self Design Crew Length Socks,Pumpkin Patch,"Specifications of Pumpkin Patch Baby Girl's, Baby Boy's Self Design Crew Length Socks General Details Pattern Self Design Ideal For Baby Girl's, Baby Boy's Socks Details Fabric 78% Cotton 76% Cotton 21% Nylon 19% Nylon 3% Elastane 78% Co Type Crew Length Socks Socks In the Box 2 Pair Socks Additional Details Style Code W5HS10012 Fabric Care Wash with Similar Colors, Use Detergent for Colors",Other,U,W,4.235436893,4.74368932
14,477,28,BKPEHD443RRF8PN3,Twity Face Bag (MultiColor) 12 L Backpack,Pandora,"Key Features of Pandora Kids School Bag - Twity Face Bag (MultiColor) 12 L Backpack Ideal For: Boys, Girls No of Compartments: 1 Laptop Sleeve: No,Specifications of Pandora Kids School Bag - Twity Face Bag (MultiColor) 12 L Backpack (MultiColor) General Trolley Support No Type Backpack Laptop Sleeve No Material Fabric Style Code Twity Face Bag (MultiColor) Compatible Laptop Size 12 inch Capacity 12 L Ideal For Boys, Girls Color Code MultiColor Body Features Number of Compartments 1",Blue,12,E,3.02184466,9.696601942
15,473,25,ERGDSBBCWXDACJWX,Green Thread And Bead Alloy Dangle Earring,Trinketbag,Trinketbag Red And Green Thread And Bead Alloy Dangle Earring - Buy Trinketbag Red And Green Thread And Bead Alloy Dangle Earring. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Other,U,0,2.111650485,3.02184466
16,554,4,SWSEG87FPRCXGZDP,Full Sleeve Polka Print Baby Girl's Sweatshirt,Nino Bambino,"Key Features of Nino Bambino Full Sleeve Polka Print Baby Girl's Sweatshirt Suitable For: Western Wear Neck: High Neck,Nino Bambino Full Sleeve Polka Print Baby Girl's Sweatshirt Nino Bambino's Super Soft, Anti Pill, Micro Polar Fleece Body is 100% Polyester Highneck Sweat shirt with All over Polka Dot Print. This product is best suitable for little babies and kids who can be covered in cold weather, keeping them comfortable and warm.,Specifications of Nino Bambino Full Sleeve Polka Print Baby Girl's Sweatshirt Sweatshirt Details Knit Type Fleece Hooded No Sleeve Full Sleeve Reversible No Fabric Polyester Neck High Neck General Details Pattern Polka Print Ideal For Baby Girl's Occasion Casual Fabric Care Wash with Similar Colors, Use Detergent for Colors Additional Details Style Code NB-AW14-BU0011AB-Purple In the Box 1 Sweatshirt",Other,U,0,10.30339806,11.53980583
17,483,26,VPAEHPYYFKG4NG39,Shop4everything Alloy wheel Garbage Truck,Shop4everything,"Key Features of Shop4everything Mettalic DIE CAST Alloy wheel Garbage Truck Min Age: 3 yrs Skillset: Hand & Eye Co-ordination Type: Tanks, Trucks & Big Vehicles Material: Metal,Shop4everything Mettalic DIE CAST Alloy wheel Garbage Truck (Yellow) Shop4everything brings you the best quality metallic ( Die cast) realistic looking Trucks collection with streamline design of Truck body surpassing the future.Classic Truck : Truck is of Diecast while the parts and other attached spares is of Plastic. This Toy Truck has a mesmerising design that is beautifully crafted.Smooth Running Wheels making it quite the miniature version of its real life counterpart.A very beautifull gift for the kids. You can also use or gift someone as a Decorative Piece.Note : This toy comes in a pack of 6 from China so we won't be able to provide you any box for this but our packaging team keep precautions and provide double wrap of 35 macron bubble and packed inside tampered free packet.,Specifications of Shop4everything Mettalic DIE CAST Alloy wheel Garbage Truck (Yellow) Product Dimensions Product Weight 333 g Product Depth 5 cm Product Width 18.5 cm Product Height 8.5 cm General Country of Manufacture China Age Group 3 - 15 Years Type Tanks, Trucks & Big Vehicles Vehicle Type Garbage Truck Number of Contents 1 In the Box Sales Package Vehicle Pull Along Body Features Material Metal Additional Features Other Features Nimble and Flexible Crane with 3-axle Chassis and Scania Drivers Cabin Smooth-running Wheels with Rubber Track Tyres 4 Supports are Extendable Cabin and Rotating Crane Body are Produced in Die-cast Metal Adjustable Crane Arm is Single Folding Metal Hook can be Raised and Lowered Using a Swivel Lever Safety Features Non-toxic",Other,U,0,7.099514563,13.33737864
18,452,33,ETYEFUFF2DWXNYV2,DIY Building Blocks for kids and children to build animals,DIY,Specifications of DIY Building Blocks for kids and children to build animals (Brown) General Type Science & Discovery Age Group 6 - 11 Years Country of Manufacture China Important Note The color of some product parts may vary from what is shown in the image The color of some product parts may vary from what is shown in the image,Other,U,0,4.611650485,5.461165049
19,223,19,NRSEGS9HHFNXFJYR,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,Radhesh Creation,"Key Features of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Collection: Designer Ideal For: Women Style: Circular Barbell,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Rajasthani AD Stone Nath Decorated with Meena & Pearl Chain,Specifications of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Radhesh Creation Precious/Artificial Jewellery Fashion Jewellery Model Number 349440 Type Nathiya Style Circular Barbell Ideal For Women Color Orange Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Dimensions Weight 7 g Height 0.5 mm Width 40 mm Body & Design Features Base Material Brass Gemstone Crystal Plating Yellow Gold Piercing Required No In the Box Sales Package 1 Nose Ring Pack of 1",Orange,U,E,4.84223301,9.684466019
20,540,37,AFGEFJSH59XSEMVH,"Sentinel Braveact Eren Jaeger ""Attack On Titan"" Model Kit",Sentinel,"Sentinel Braveact Eren Jaeger ""Attack On Titan"" Model Kit (Multicolor) Sculpted in beautiful 1/8th scale, Eren stands determined at over 8"" tall. While a non-poseable statue, this figure of Eren sweetens the deal by including multiple option parts (such as arms and swords) to display him in several different poses.,Specifications of Sentinel Braveact Eren Jaeger ""Attack On Titan"" Model Kit (Multicolor) Important Note The color of some product parts may vary from what is shown in the image General Character Eren jaeger",Other,U,0,117.9126214,138.7257282
